id,creator0,creator1,creator2,creator3,creator4,creator5,creator6,creator7,creator8,creator9,creator10,creator11,type0,type1,type2,type3,type4,type5,type6,type7,type8,type9,type10,type11,type12,type13,type14,material0,material1,material2,material3,material4,material5,material6,material7,material8,material9,material10,material11,material12,material13,material14,material15,material16,material17,material18,material19,material20,material21,material22,material23,material24,material25,material26,material27,material28,date0,date1,date2
0000784,anoniem,,,,,,,,,,,,priesterschel,,,,,,,,,,,,,,,brons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,930 -  1600,,
0000082,anoniem,,,,,,,,,,,,beeldhouwwerk,reliëf,fragment,,,,,,,,,,,,,zandsteen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800 -  1000,,
0000146,Lavallée-Poussin Etienne de,,,,,,,,,,,,tekening,,,,,,,,,,,,,,,papier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750 -  1793,,
0000656,anoniem,,,,,,,,,,,,beeldhouwwerk,masker,,,,,,,,,,,,,,hout,verfstof,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700 -  1750,,
0000339,anoniem,,,,,,,,,,,,pot,,,,,,,,,,,,,,,steengoed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca. 1368 - ca. 1644,,
0000925,Saint-Aubin Augustin de,,,,,,,,,,,,tekening,,,,,,,,,,,,,,,papier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1746 -  1840,,
0000697,Nicolle Victor Jean,,,,,,,,,,,,tekening,,,,,,,,,,,,,,,papier,waterverf,,,,,,,,,,,,,,,,,,,,,,,,,,,,1787 -  1811,,
0000723,Peyron Jean François Pierre,,,,,,,,,,,,tekening,,,,,,,,,,,,,,,papier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1754 -  1814,,
0000313,anoniem,,,,,,,,,,,,tsuba,,,,,,,,,,,,,,,koper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000399,anoniem,,,,,,,,,,,,bord (vaatwerk),,,,,,,,,,,,,,,porselein,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca. 1700 - ca. 1700,,
0000997,,,,,,,,,,,,,vaas,rolwagen,,,,,,,,,,,,,,porselein,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,1662 -  1722,,
0000341,anoniem,,,,,,,,,,,,kom,,,,,,,,,,,,,,,porselein,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,1127 -  1279,,
0000601,anoniem,,,,,,,,,,,,wierookdoos,kobako,,,,,,,,,,,,,,hout,lak,tin,,,,,,,,,,,,,,,,,,,,,,,,,,,1500 -  1600,,
0000256,Toshinaga,,,,,,,,,,,,tsuba,,,,,,,,,,,,,,,ijzer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700 -  1800,,
0000217,anoniem,,,,,,,,,,,,kozuka,,,,,,,,,,,,,,,ijzer,goud,zilver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000043,anoniem,,,,,,,,,,,,ritueel object,bel,,,,,,,,,,,,,,brons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca. -500 - ca. -200,,
0000301,Umetada Shichiza,,,,,,,,,,,,tsuba,,,,,,,,,,,,,,,ijzer,goud,zilver,,,,,,,,,,,,,,,,,,,,,,,,,,,1675 -  1725,,
0000856,anoniem,,,,,,,,,,,,beeldhouwwerk,beeld,Maitreya,,,,,,,,,,,,,brons,zilver,,,,,,,,,,,,,,,,,,,,,,,,,,,,700 -  900,,
0000928,anoniem,,,,,,,,,,,,textiel,fragment,,,,,,,,,,,,,,zijde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1688 -  1703,,
0000878,anoniem,,,,,,,,,,,,schildering,rolschildering,tangka,,,,,,,,,,,,,doek,verfstof,goudverf,,,,,,,,,,,,,,,,,,,,,,,,,,,1600 -  1699,,
0000678,anoniem,,,,,,,,,,,,beeldhouwwerk,masker,,,,,,,,,,,,,,hout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800 -  1850,,
0000564,anoniem,,,,,,,,,,,,chaire,stoftheebus,,,,,,,,,,,,,,steengoed,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600 -  1699,,
0000147,Mennicken Jan Emens,,,,,,,,,,,,kruik,kan,,,,,,,,,,,,,,steengoed,glazuur,tin,,,,,,,,,,,,,,,,,,,,,,,,,,,1574 -  1574,,
0000202,anoniem,,,,,,,,,,,,kozuka,,,,,,,,,,,,,,,geelkoper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000780,anoniem,,,,,,,,,,,,beeldhouwwerk,beeld,Avalokitesvara,,,,,,,,,,,,,brons,zilver,,,,,,,,,,,,,,,,,,,,,,,,,,,,870 -  930,,
0000668,Kaihoku Yusho,,,,,,,,,,,,schildering,kakemono,,,,,,,,,,,,,,papier,inkt,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600 -  1799,,
0000500,anoniem,,,,,,,,,,,,kom,theekom,,,,,,,,,,,,,,steengoed,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700 -  1800,,
0000152,anoniem,,,,,,,,,,,,drinkvat,schenkvat,,,,,,,,,,,,,,steengoed,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca. 1600 - ca. 1620,,
0000067,anoniem,,,,,,,,,,,,beeldhouwwerk,graffiguur,,,,,,,,,,,,,,aardewerk,verf,verguldsel,,,,,,,,,,,,,,,,,,,,,,,,,,,ca. 700 - ca. 800,,
0000773,anoniem,,,,,,,,,,,,offerblad,talam,,,,,,,,,,,,,,brons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,930 -  1600,,
0000983,anoniem,,,,,,,,,,,,fles,,,,,,,,,,,,,,,porselein,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,1690 -  1710,,
0000759,anoniem,,,,,,,,,,,,beeldhouwwerk,beeld,Mahishasura,fragment,,,,,,,,,,,,andesiet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600 -  930,,
0000989,,,,,,,,,,,,,knobbelfles,,,,,,,,,,,,,,,porselein,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca. 1662 - ca. 1722,,
0000200,anoniem,,,,,,,,,,,,kozuka,,,,,,,,,,,,,,,suassa,ijzer,zilver,goud,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000566,Kiyomizu Rokubei,,,,,,,,,,,,kom,theekom,,,,,,,,,,,,,,steengoed,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750 -  1800,,
0000429,Mennicken Emonds,,,,,,,,,,,,kan,,,,,,,,,,,,,,,steengoed,glazuur,tin,,,,,,,,,,,,,,,,,,,,,,,,,,,1586 -  1586,,
0000792,anoniem,,,,,,,,,,,,priesterschel,,,,,,,,,,,,,,,brons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300 -  1600,,
0000570,anoniem,,,,,,,,,,,,kom,theekom,,,,,,,,,,,,,,steengoed,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600 -  1800,,
0000496,anoniem,,,,,,,,,,,,chaire,stoftheebus,,,,,,,,,,,,,,steengoed,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600 -  1800,,
0000716,Parrocel Charles,,,,,,,,,,,,tekening,,,,,,,,,,,,,,,papier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1735 -  1737,,
0000930,,,,,,,,,,,,,kamerscherm,,,,,,,,,,,,,,,inkt,verfstof,goud,papier,,,,,,,,,,,,,,,,,,,,,,,,,,1675 -  1725,,
0000817,anoniem,,,,,,,,,,,,fles,,,,,,,,,,,,,,,porselein,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca. 1640 - ca. 1640,,
0000074,anoniem,,,,,,,,,,,,beeldhouwwerk,graffiguur,,,,,,,,,,,,,,aardewerk,verfstof,,,,,,,,,,,,,,,,,,,,,,,,,,,,600 -  700,,
0000802,anoniem,,,,,,,,,,,,beeldhouwwerk,pilaarbekleding,,,,,,,,,,,,,,terracotta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300 -  1500,,
0000236,anoniem,,,,,,,,,,,,tsuba,,,,,,,,,,,,,,,ijzer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700 -  1800,,
0000985,,,,,,,,,,,,,stoof,,,,,,,,,,,,,,,porselein,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,1736 -  1795,,
0000468,anoniem,,,,,,,,,,,,chaire,stoftheebus,,,,,,,,,,,,,,steengoed,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000526,anoniem,anoniem,,,,,,,,,,,wierookbrander,hibachi,,,,,,,,,,,,,,steengoed,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000584,Ransen,,,,,,,,,,,,netsuke,,,,,,,,,,,,,,,hout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800 -  1850,,
0000182,anoniem,,,,,,,,,,,,beeldhouwwerk,beeld,Avalokitesvara,,,,,,,,,,,,,brons,verguldsel,,,,,,,,,,,,,,,,,,,,,,,,,,,,700 -  800,,
0000475,anoniem,,,,,,,,,,,,chaire,stoftheebus,,,,,,,,,,,,,,steengoed,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000863,anoniem,,,,,,,,,,,,pot,,,,,,,,,,,,,,,aardewerk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca. -3000 - ca.,,
0000886,anoniem,,,,,,,,,,,,beeldhouwwerk,beeld,,,,,,,,,,,,,,brons,verguldsel,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600 -  1699,,
0000167,anoniem,,,,,,,,,,,,beeldhouwwerk,beeld,Krishna,,,,,,,,,,,,,brons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600 -  1800,,
0000709,Pillement Jean Baptiste,,,,,,,,,,,,tekening,ontwerp,,,,,,,,,,,,,,papier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770 -  1770,,
0000703,Nicolle Victor Jean,,,,,,,,,,,,tekening,,,,,,,,,,,,,,,papier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1787 -  1811,,
0000840,anoniem,,,,,,,,,,,,kop,,,,,,,,,,,,,,,porselein,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,1662 -  1722,,
0000550,anoniem,,,,,,,,,,,,kom,theekom,,,,,,,,,,,,,,steengoed,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700 -  1800,,
0000577,anoniem,,,,,,,,,,,,netsuke,,,,,,,,,,,,,,,hout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000464,anoniem,,,,,,,,,,,,chaire,stoftheebus,,,,,,,,,,,,,,steengoed,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700 -  1800,,
0000186,anoniem,,,,,,,,,,,,beeldhouwwerk,beeld,kop,,,,,,,,,,,,,gietijzer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca. 1000 - ca. 1200,,
0000525,anoniem,,,,,,,,,,,,beeldhouwwerk,beeld,okimono,,,,,,,,,,,,,steengoed,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000025,Boitard François,,,,,,,,,,,,tekening,,,,,,,,,,,,,,,papier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680 -  1715,,
0000909,Robert Hubert,,,,,,,,,,,,tekening,,,,,,,,,,,,,,,papier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1754 -  1808,,
0000473,anoniem,,,,,,,,,,,,chaire,stoftheebus,,,,,,,,,,,,,,steengoed,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000123,Fragonard Jean Honoré,Daniele da Volterra,Guercino,,,,,,,,,,tekening,,,,,,,,,,,,,,,papier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1742 -  1806,,
0000485,anoniem,,,,,,,,,,,,chaire,stoftheebus,,,,,,,,,,,,,,steengoed,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000988,,,,,,,,,,,,,puntfles,,,,,,,,,,,,,,,porselein,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,1662 -  1722,,
0000251,anoniem,,,,,,,,,,,,tsuba,,,,,,,,,,,,,,,ijzer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000322,anoniem,,,,,,,,,,,,pot,,,,,,,,,,,,,,,aardewerk,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,960 -  1279,,
0000972,,,,,,,,,,,,,kom,,,,,,,,,,,,,,,porselein,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,1662 -  1722,,
0000799,anoniem,,,,,,,,,,,,beeldhouwwerk,kop,,,,,,,,,,,,,,andesiet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1425 -  1475,,
0000534,anoniem,,,,,,,,,,,,chaire,stoftheebus,,,,,,,,,,,,,,steengoed,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600 -  1699,,
0000430,Oudry Jean Baptiste,,,,,,,,,,,,tekening,,,,,,,,,,,,,,,papier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1696 -  1755,,
0000683,Hokusai Katsushika,Ando Enshi,Hishiya Kinbei,Suwaraya Mohei,Suwaraya Ihachi,,,,,,,,boek,,,,,,,,,,,,,,,papier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca. 1800 - ca. 1815,,
0000136,Lavallée-Poussin Etienne de,,,,,,,,,,,,tekening,,,,,,,,,,,,,,,papier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1762 -  1777,,
0000834,anoniem,,,,,,,,,,,,kop,,,,,,,,,,,,,,,porselein,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,1662 -  1722,,
0000859,anoniem,,,,,,,,,,,,pot,,,,,,,,,,,,,,,keramiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200 -  1400,,
0000492,anoniem,,,,,,,,,,,,chaire,stoftheebus,,,,,,,,,,,,,,steengoed,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000873,anoniem,,,,,,,,,,,,schildering,,,,,,,,,,,,,,,doek,verfstof,goudverf,,,,,,,,,,,,,,,,,,,,,,,,,,,ca. 1500 - ca. 1600,,
0000899,,,,,,,,,,,,,pot,,,,,,,,,,,,,,,aardewerk,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700 -  1799,,
0000195,anoniem,,,,,,,,,,,,beeldhouwwerk,kop,Lokeshvara,fragment,,,,,,,,,,,,zandsteen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150 -  1200,,
0000557,anoniem,,,,,,,,,,,,kom,theekom,,,,,,,,,,,,,,aardewerk,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700 -  1800,,
0000150,Lavallée-Poussin Etienne de,,,,,,,,,,,,tekening,,,,,,,,,,,,,,,papier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750 -  1793,,
0000733,Zhao Yongxian,,,,,,,,,,,,schildering,portret,,,,,,,,,,,,,,zijde,inkt,verfstof,,,,,,,,,,,,,,,,,,,,,,,,,,,1590 -  1590,,
0000054,anoniem,,,,,,,,,,,,spiegel,,,,,,,,,,,,,,,brons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-500 -  -200,,
0000164,anoniem,,,,,,,,,,,,beeldhouwwerk,reliëf,deurpost,fragment,,,,,,,,,,,,zandsteen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca. 200 - ca. 300,,
0000512,anoniem,,,,,,,,,,,,kom,theekom,,,,,,,,,,,,,,steengoed,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca. 1575 - ca. 1600,,
0000004,Coornhert Dirck Volckertsz,Heemskerck Maarten van,Cock Hieronymus,,,,,,,,,,prent,historieprent,,,,,,,,,,,,,,papier,dekverf,,,,,,,,,,,,,,,,,,,,,,,,,,,,1555 -  1555,1556 -  1556,
0000822,anoniem,,,,,,,,,,,,pot,,,,,,,,,,,,,,,porselein,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca. 1500 - ca. 1500,,
0000198,anoniem,,,,,,,,,,,,kozuka,,,,,,,,,,,,,,,suassa,goud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000324,anoniem,,,,,,,,,,,,kom,,,,,,,,,,,,,,,porselein,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,960 -  1279,,
0000154,Lavallée-Poussin Etienne de,,,,,,,,,,,,tekening,ornamenttekening,,,,,,,,,,,,,,papier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1762 -  1777,,
0000982,,,,,,,,,,,,,fles,oliefles,azijnfles,,,,,,,,,,,,,porselein,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,1735 -  1795,,
0000936,anoniem,,,,,,,,,,,,votiefbeeld,,,,,,,,,,,,,,,klei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca. 500 - ca. 600,,
0000111,Demarne Jean Louis,,,,,,,,,,,,tekening,,,,,,,,,,,,,,,papier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1754 -  1829,,
0000393,He Chaozong,,,,,,,,,,,,beeldhouwwerk,Avalokitesvara,,,,,,,,,,,,,,blanc de Chine,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675 -  1700,,
0000068,anoniem,,,,,,,,,,,,beeldhouwwerk,graffiguur,,,,,,,,,,,,,,aardewerk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650 -  750,,
0000257,anoniem,,,,,,,,,,,,tsuba,,,,,,,,,,,,,,,ijzer,goud,zilver,,,,,,,,,,,,,,,,,,,,,,,,,,,1600 -  1725,,
0000010,anoniem,,,,,,,,,,,,kruik,,,,,,,,,,,,,,,steengoed,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca. 1600 - ca. 1610,,
0000783,anoniem,,,,,,,,,,,,oorring,,,,,,,,,,,,,,,goud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300 -  1400,,
0000288,Kunishige,,,,,,,,,,,,tsuba,,,,,,,,,,,,,,,koper,email,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700 -  1800,,
0000465,anoniem,anoniem,,,,,,,,,,,chaire,stoftheebus,,,,,,,,,,,,,,steengoed,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600 -  1699,,
0000096,Dugourc Jean Démosthène,,,,,,,,,,,,tekening,ontwerp,,,,,,,,,,,,,,papier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1779 -  1789,,
0000748,anoniem,,,,,,,,,,,,doos,,,,,,,,,,,,,,,lak,goudlak,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600 -  1699,,
0000019,Boissieu Jean Jacques de,,,,,,,,,,,,tekening,,,,,,,,,,,,,,,papier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1746 -  1810,,
0000820,anoniem,,,,,,,,,,,,bord (vaatwerk),,,,,,,,,,,,,,,porselein,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800 -  1850,,
0000349,anoniem,,,,,,,,,,,,vaas,,,,,,,,,,,,,,,porselein,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,1368 -  1644,,
0000396,anoniem,,,,,,,,,,,,schaal (objectnaam),,,,,,,,,,,,,,,porselein,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,1580 -  1620,,
0000375,anoniem,,,,,,,,,,,,doos,,,,,,,,,,,,,,,porselein,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,1279 -  1368,,
0000839,anoniem,,,,,,,,,,,,kop,,,,,,,,,,,,,,,porselein,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,1662 -  1722,,
0000701,Nicolle Victor Jean,,,,,,,,,,,,tekening,,,,,,,,,,,,,,,papier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1787 -  1811,,
0000944,anoniem,,,,,,,,,,,,kom,,,,,,,,,,,,,,,porselein,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600 -  1625,,
0000749,anoniem,anoniem,,,,,,,,,,,doos,,,,,,,,,,,,,,,lak,goud,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca. 1600 - ca. 1699,,
0000813,anoniem,,,,,,,,,,,,doos,,,,,,,,,,,,,,,lak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500 -  1600,,
0000786,anoniem,,,,,,,,,,,,klok,,,,,,,,,,,,,,,brons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700 -  800,,
0000434,anoniem,,,,,,,,,,,,kan,flapkan,snel,,,,,,,,,,,,,steengoed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1566 -  1566,,
0000732,anoniem,,,,,,,,,,,,schildering,,,,,,,,,,,,,,,zijde,inkt,verfstof,,,,,,,,,,,,,,,,,,,,,,,,,,,1368 -  1644,,
0000569,anoniem,,,,,,,,,,,,hiire,houtskoolbrander,,,,,,,,,,,,,,steengoed,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700 -  1800,,
0000276,anoniem,,,,,,,,,,,,tsuba,,,,,,,,,,,,,,,ijzer,messing,roodkoper,,,,,,,,,,,,,,,,,,,,,,,,,,,1600 -  1699,,
0000110,anoniem,,,,,,,,,,,,herenkleding,bovenkleding,vest,,,,,,,,,,,,,katoen,piqué,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700 -  1750,,
0000050,anoniem,,,,,,,,,,,,ritueel object,jue,plengbeker,,,,,,,,,,,,,brons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca. -1300 - ca. -1000,,
0000371,anoniem,,,,,,,,,,,,kom,,,,,,,,,,,,,,,porselein,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca. 960 - ca. 1279,,
0000640,Shojo,,,,,,,,,,,,suzuribako,,,,,,,,,,,,,,,hout,lak,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca. 1800 - ca. 1800,,
0000272,anoniem,,,,,,,,,,,,tsuba,,,,,,,,,,,,,,,suassa,goud,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750 -  1850,,
0000222,Orando Hidehiko,,,,,,,,,,,,kozuka,,,,,,,,,,,,,,,ijzer,goud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000079,anoniem,,,,,,,,,,,,vaas,,,,,,,,,,,,,,,aardewerk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 -  220,,
0000490,anoniem,,,,,,,,,,,,chaire,stoftheebus,,,,,,,,,,,,,,steengoed,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000406,anoniem,,,,,,,,,,,,vaas,,,,,,,,,,,,,,,porselein,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca. 1575 - ca. 1600,,
0000003,Maes Nicolaes,,,,,,,,,,,,schilderij,,,,,,,,,,,,,,,olieverf,doek,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675 -  1685,,
0000446,anoniem,,,,,,,,,,,,chaire,stoftheebus,,,,,,,,,,,,,,steengoed,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675 -  1700,,
0000242,anoniem,,,,,,,,,,,,tsuba,,,,,,,,,,,,,,,ijzer,messing,roodkoper,,,,,,,,,,,,,,,,,,,,,,,,,,,1600 -  1699,,
0000390,anoniem,,,,,,,,,,,,bord (vaatwerk),,,,,,,,,,,,,,,porselein,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,1661 -  1722,,
0000311,anoniem,,,,,,,,,,,,tsuba,,,,,,,,,,,,,,,ijzer,messing,roodkoper,,,,,,,,,,,,,,,,,,,,,,,,,,,1600 -  1699,,
0000718,anoniem,,,,,,,,,,,,herenkleding,bovenkleding,pak (kleding),kostuum,,,,,,,,,,,,laken (materiaal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca. 1800 - ca. 1825,,
0000857,anoniem,,,,,,,,,,,,beeldhouwwerk,,,,,,,,,,,,,,,brons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca. 1300 - ca. 1400,,
0000669,anoniem,,,,,,,,,,,,wapenrusting,zwaard (wapen),katana,,,,,,,,,,,,,metaal,lak,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500 -  1725,,
0000897,anoniem,,,,,,,,,,,,fles,,,,,,,,,,,,,,,celadon,glazuur,goudlak,,,,,,,,,,,,,,,,,,,,,,,,,,,918 -  1392,,
0000270,Okada Masatoyo,,,,,,,,,,,,tsuba,,,,,,,,,,,,,,,ijzer,goud,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800 -  1850,,
0000120,Fragonard Jean Honoré,,,,,,,,,,,,tekening,,,,,,,,,,,,,,,papier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1742 -  1806,,
0000117,Desrais Claude Louis,,,,,,,,,,,,tekening,ontwerp,,,,,,,,,,,,,,papier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1780 -  1780,,
0000515,anoniem,,,,,,,,,,,,schaal (objectnaam),,,,,,,,,,,,,,,steengoed,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600 -  1699,,
0000005,Coornhert Dirck Volckertsz,Bosch Cornelis,Heemskerck Maarten van,Cock Hieronymus,,,,,,,,,prent,historieprent,,,,,,,,,,,,,,papier,dekverf,,,,,,,,,,,,,,,,,,,,,,,,,,,,1555 -  1556,,
0000563,anoniem,,,,,,,,,,,,kom,theekom,,,,,,,,,,,,,,aardewerk,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600 -  1699,,
0000240,anoniem,,,,,,,,,,,,tsuba,,,,,,,,,,,,,,,ijzer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600 -  1699,,
0000912,Robert Hubert,,,,,,,,,,,,tekening,,,,,,,,,,,,,,,papier,waterverf,,,,,,,,,,,,,,,,,,,,,,,,,,,,1754 -  1808,,
0000255,Ishiguro Masatsune,,,,,,,,,,,,tsuba,,,,,,,,,,,,,,,ijzer,goud,suassa,shibuichi,koper,,,,,,,,,,,,,,,,,,,,,,,,,1825 -  1875,,
0000625,Nishikawa Yasunobu,,,,,,,,,,,,inro,,,,,,,,,,,,,,,hout,lak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000108,Chevillet Justus,,,,,,,,,,,,tekening,,,,,,,,,,,,,,,papier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1739 -  1802,,
0000426,Marillier Clément Pierre,,,,,,,,,,,,tekening,ontwerp,,,,,,,,,,,,,,papier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1775 -  1775,,
0000471,anoniem,,,,,,,,,,,,chaire,stoftheebus,,,,,,,,,,,,,,steengoed,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000948,anoniem,,,,,,,,,,,,schotel,,,,,,,,,,,,,,,porselein,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,1635 -  1645,,
0000203,anoniem,,,,,,,,,,,,kozuka,,,,,,,,,,,,,,,goud,zilver,koper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000945,anoniem,,,,,,,,,,,,kom,,,,,,,,,,,,,,,porselein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca. 1575 - ca. 1600,,
0000415,anoniem,,,,,,,,,,,,doos,,,,,,,,,,,,,,,porselein,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500 -  1600,,
